,Unnamed: 0,feature,class_label
0,0,"[[-166.31828654 -161.49674381 -158.71108881 ... -343.3279116
  -346.66171244    0.        ]
 [  63.85059336   64.6769126    67.45636553 ...  145.61436548
   147.00844065    0.        ]
 [   1.81621181    1.17421517   -2.6505772  ...  -16.13893795
   -14.33988483    0.        ]
 ...
 [  -0.9098273    -2.06814843    1.93058969 ...   -4.79621686
     1.31182897    0.        ]
 [   0.49833194    0.89822295    0.87288275 ...   -0.87617529
     7.8999285     0.        ]
 [  -1.42581218   -0.99681392   -1.77039687 ...   -5.14378498
    -2.7271182     0.        ]]",airplane
15,15,"[[-212.78603504 -221.25037584 -240.7736868  ... -210.05875933
  -209.06466455    0.        ]
 [ 135.14905924  144.15169847  154.97242502 ...  165.14395499
   161.57715331    0.        ]
 [  -7.42910714  -19.02664565  -27.39349939 ...   -9.38938012
    -4.10668506    0.        ]
 ...
 [   3.76321397    3.66697159    2.64449684 ...    3.39373064
     2.26367039    0.        ]
 [  -6.05658296   -6.57484082   -6.69575544 ...    2.44273317
    -0.4562541     0.        ]
 [  -2.30500051   -2.27947604   -6.73912701 ...   -1.51925712
    -0.89986982    0.        ]]",airplane
34,34,"[[-2.01666774e+02 -2.00810324e+02 -2.06684231e+02 ... -9.39131786e+01
  -9.48163026e+01  0.00000000e+00]
 [ 1.75045759e+02  1.85458987e+02  1.90398132e+02 ...  1.33810832e+02
   1.30768839e+02  0.00000000e+00]
 [-1.28715276e+01 -2.56321605e+01 -3.62535399e+01 ... -1.36353786e+01
  -1.20597129e+01  0.00000000e+00]
 ...
 [-7.01496553e+00 -6.88363353e+00 -2.01738141e+00 ... -1.78294979e-01
  -2.80719788e-01  0.00000000e+00]
 [-2.80928068e+00 -2.91208916e+00 -9.87953960e-01 ... -1.89322716e+00
  -7.29465296e+00  0.00000000e+00]
 [-2.38769013e-01 -1.72570273e-01  1.67584719e+00 ...  2.42352053e+00
  -1.66814405e+00  0.00000000e+00]]",airplane
23,23,"[[-6.55184273e+01 -6.06872261e+01 -5.53037856e+01 ... -2.88763060e+02
  -2.86844407e+02  0.00000000e+00]
 [ 1.92162235e+02  1.96521633e+02  1.94273799e+02 ...  2.21210079e+02
   2.09081543e+02  0.00000000e+00]
 [-2.39222939e+01 -1.76569117e+01 -1.90937961e+01 ...  1.73865833e+01
   3.43605151e+01  0.00000000e+00]
 ...
 [ 4.94781633e+00  5.02536337e-01 -2.64918300e+00 ...  4.03604437e+00
   6.27714453e+00  0.00000000e+00]
 [-3.07728562e+00  2.21468600e-01  4.02109352e+00 ...  2.82560680e+00
   8.76294451e+00  0.00000000e+00]
 [-1.60581283e-01 -3.93763541e-01  1.37634328e+00 ...  1.03205066e+00
   7.41908316e+00  0.00000000e+00]]",airplane
38,38,"[[-9.75261547e+01 -9.35983963e+01 -9.20491717e+01 ... -1.66300420e+02
  -1.64183453e+02  0.00000000e+00]
 [ 1.87128119e+02  1.89167497e+02  1.95147150e+02 ...  2.11942895e+02
   1.97294670e+02  0.00000000e+00]
 [-3.81159619e+01 -4.83336176e+01 -5.73403192e+01 ... -4.68153723e+01
  -3.15046017e+01  0.00000000e+00]
 ...
 [-2.74622045e+00 -1.75837439e+00 -4.04002512e+00 ... -8.83771667e+00
  -1.06482014e+01  0.00000000e+00]
 [ 4.62483926e-01 -1.95409126e-01  8.38481832e-02 ... -5.28194514e+00
  -5.60293059e+00  0.00000000e+00]
 [ 3.07547184e+00  9.88387671e-01 -1.36204455e+00 ... -5.83901762e+00
  -2.48405322e+00  0.00000000e+00]]",airplane
17,17,"[[-6.93919991e+01 -6.76102495e+01 -6.76227104e+01 ... -1.21612370e+02
  -1.23402848e+02  0.00000000e+00]
 [ 1.03472384e+02  1.13555691e+02  1.21120479e+02 ...  1.40347661e+02
   1.31839570e+02  0.00000000e+00]
 [-5.00698055e+01 -4.86544974e+01 -4.35303601e+01 ... -2.74777185e+01
  -2.35560607e+01  0.00000000e+00]
 ...
 [ 3.67637941e+00  2.98872088e+00  1.65315442e+00 ...  1.57124300e+00
   2.26310095e+00  0.00000000e+00]
 [-4.30436435e+00 -4.54158890e+00 -9.35846056e+00 ... -5.09192368e+00
  -5.35656142e+00  0.00000000e+00]
 [ 2.09305184e+00  2.07401706e-02 -2.10701549e+00 ... -1.38362756e+00
  -3.46653582e+00  0.00000000e+00]]",airplane
18,18,"[[-79.57186965 -75.84337913 -79.5581272  ... 107.79877199 114.20553741
    0.        ]
 [179.50968123 183.16410283 182.50813631 ... 102.19233756  94.0820653
    0.        ]
 [-73.71198992 -78.82674466 -81.05819295 ... -62.46108935 -54.76389999
    0.        ]
 ...
 [  1.54557598  -4.31089486  -6.59050642 ...   0.57872107   2.36905226
    0.        ]
 [  1.04198859  -4.06335947  -7.48602196 ...   1.12528237   6.76609513
    0.        ]
 [  3.72043127   0.86334821  -2.28258925 ...   2.27339337   0.94900123
    0.        ]]",airplane
29,29,"[[-119.322827   -133.92022298 -157.22082359 ... -118.86863702
  -114.07437636    0.        ]
 [ 141.66183863  158.33008681  181.30209388 ...  192.01753321
   185.07426135    0.        ]
 [  -7.35504538  -18.63686365  -37.23758489 ...  -42.31455357
   -36.99407648    0.        ]
 ...
 [   1.71609681   -2.46958859   -1.85951408 ...   -0.91977461
     1.94354151    0.        ]
 [   2.91326942    1.38323619    1.39705896 ...   -2.76139344
    -5.21319722    0.        ]
 [  -5.58801561   -2.70493253    0.75523479 ...   -2.69827525
    -4.3729719     0.        ]]",airplane
17,17,"[[-6.93919991e+01 -6.76102495e+01 -6.76227104e+01 ... -1.21612370e+02
  -1.23402848e+02  0.00000000e+00]
 [ 1.03472384e+02  1.13555691e+02  1.21120479e+02 ...  1.40347661e+02
   1.31839570e+02  0.00000000e+00]
 [-5.00698055e+01 -4.86544974e+01 -4.35303601e+01 ... -2.74777185e+01
  -2.35560607e+01  0.00000000e+00]
 ...
 [ 3.67637941e+00  2.98872088e+00  1.65315442e+00 ...  1.57124300e+00
   2.26310095e+00  0.00000000e+00]
 [-4.30436435e+00 -4.54158890e+00 -9.35846056e+00 ... -5.09192368e+00
  -5.35656142e+00  0.00000000e+00]
 [ 2.09305184e+00  2.07401706e-02 -2.10701549e+00 ... -1.38362756e+00
  -3.46653582e+00  0.00000000e+00]]",airplane
30,30,"[[-203.57507457 -211.21862717 -233.95937338 ... -253.71116199
  -250.74607301    0.        ]
 [ 184.53836605  197.51047495  216.31236074 ...  214.35722605
   206.01777064    0.        ]
 [ -17.0903225   -28.8273329   -51.73523528 ...  -37.70690154
   -23.07764924    0.        ]
 ...
 [   2.24581913   -3.57809328   -8.37902249 ...   -8.64914287
    -9.62848979    0.        ]
 [   3.94359694    0.25570258   -3.91964224 ...   -5.82401281
    -6.60183848    0.        ]
 [  -7.70702211   -7.03394113   -6.42847782 ...   -2.0195836
    -1.04247003    0.        ]]",airplane
10,10,"[[-9.17784013e+00 -6.17920160e-01  8.80613810e-01 ... -2.02616989e+02
  -2.02293366e+02  0.00000000e+00]
 [ 5.43882927e+01  6.15718108e+01  6.54775490e+01 ...  1.14898568e+02
   1.18774278e+02  0.00000000e+00]
 [-3.14031234e+00 -7.90164338e-01  8.43255256e-01 ... -9.93186588e+00
  -6.09762571e+00  0.00000000e+00]
 ...
 [-1.00020325e+00 -2.60356672e+00 -1.80563866e+00 ... -5.38896885e-02
  -2.77470632e+00  0.00000000e+00]
 [-1.67057315e+00 -3.07193406e+00  7.13634618e-02 ... -5.20222793e+00
   1.52851056e+00  0.00000000e+00]
 [-5.45393604e+00 -4.13918290e+00  4.33090013e+00 ...  1.99347915e+00
   7.18181926e+00  0.00000000e+00]]",airplane
3,3,"[[-1.11415654e+02 -1.10448372e+02 -1.03168849e+02 ... -1.46634092e+02
  -1.48585862e+02  0.00000000e+00]
 [ 1.35387323e+02  1.44386524e+02  1.37518516e+02 ...  1.96356661e+02
   1.97831938e+02  0.00000000e+00]
 [-4.97478512e+00 -5.87247886e+00 -1.48210232e+01 ... -5.59098837e+00
  -3.24269311e+00  0.00000000e+00]
 ...
 [-3.56656468e+00 -1.72232009e+00  1.26141676e+00 ... -1.03267287e+00
  -9.46503715e-01  0.00000000e+00]
 [-6.98625750e+00 -5.19093851e+00  7.61762695e-02 ... -3.63916114e-01
  -3.89116617e+00  0.00000000e+00]
 [-2.46423121e+00 -5.96879394e+00 -3.76958483e+00 ... -6.40845645e-01
  -3.55865313e+00  0.00000000e+00]]",airplane
15,15,"[[-212.78603504 -221.25037584 -240.7736868  ... -210.05875933
  -209.06466455    0.        ]
 [ 135.14905924  144.15169847  154.97242502 ...  165.14395499
   161.57715331    0.        ]
 [  -7.42910714  -19.02664565  -27.39349939 ...   -9.38938012
    -4.10668506    0.        ]
 ...
 [   3.76321397    3.66697159    2.64449684 ...    3.39373064
     2.26367039    0.        ]
 [  -6.05658296   -6.57484082   -6.69575544 ...    2.44273317
    -0.4562541     0.        ]
 [  -2.30500051   -2.27947604   -6.73912701 ...   -1.51925712
    -0.89986982    0.        ]]",airplane
5,5,"[[-253.85659693 -266.36861829 -280.35840014 ... -232.84634632
  -202.35126369    0.        ]
 [ 193.96254332  216.41427725  228.69688749 ...  233.20528636
   200.21510293    0.        ]
 [  16.94662805   -2.28155893  -17.19541609 ...  -12.69210253
    13.05549433    0.        ]
 ...
 [   0.57421789    0.29904583    0.95806813 ...   -6.85300112
    -8.83935326    0.        ]
 [   1.81784898    4.2449994     3.9120943  ...   -4.49646844
    -1.61960914    0.        ]
 [   1.0481087     1.91063047    2.08419187 ...   -4.01334187
     0.4065076     0.        ]]",airplane
14,14,"[[-229.50002881 -236.47318322 -239.45049247 ... -222.42726291
  -217.83787299    0.        ]
 [ 190.173286    213.31382176  216.51510665 ...  247.25489967
   245.26026534    0.        ]
 [ -30.37235076  -50.97634692  -53.57720048 ...  -27.50595695
   -16.35510484    0.        ]
 ...
 [  -0.42861188   -1.80456656   -3.57072541 ...   -5.18157103
    -6.95995391    0.        ]
 [   1.05871779   -2.70385752   -4.2747416  ...   -4.40877759
    -7.4102617     0.        ]
 [  -3.8267002    -3.44965613   -2.14991938 ...   -1.89909188
    -1.83025425    0.        ]]",airplane
11,11,"[[-276.33652808 -277.48458648 -279.42608962 ... -257.51968597
  -238.84662462    0.        ]
 [ 214.95028991  223.28416778  219.93441524 ...  231.42200765
   206.11133202    0.        ]
 [ -30.39984883  -37.9161099   -39.91047536 ...  -40.65509972
   -21.6216467     0.        ]
 ...
 [  -8.64412138   -5.84659311   -8.64021492 ...   -0.70512649
    -1.6102618     0.        ]
 [ -10.26594466   -6.0570887    -4.57371014 ...   -3.1029053
    -4.0270132     0.        ]
 [  -4.50697543   -5.22281674   -3.37956452 ...   -5.42659642
    -4.94015202    0.        ]]",airplane
22,22,"[[-2.64621963e+02 -2.85451103e+02 -3.25715329e+02 ... -3.23266965e+02
  -3.08520068e+02  0.00000000e+00]
 [ 1.64562960e+02  1.93369185e+02  2.44103709e+02 ...  2.40442491e+02
   2.12438227e+02  0.00000000e+00]
 [ 5.01863858e+01  4.10736384e+01  1.04623578e+01 ...  2.49220493e+01
   3.91305412e+01  0.00000000e+00]
 ...
 [-2.54028187e+00  5.44876076e-01  2.95435348e+00 ...  4.23291097e+00
   5.09838664e+00  0.00000000e+00]
 [ 1.10617225e+00  4.91360880e-01  2.68558023e+00 ...  2.04989592e+00
  -2.66058515e+00  0.00000000e+00]
 [ 3.56431850e+00 -7.28561306e-02 -5.58065184e+00 ... -4.36830263e-01
  -2.55035177e+00  0.00000000e+00]]",airplane
13,13,"[[-3.49259977e+01 -2.68115288e+01 -3.16675042e+01 ... -1.05745148e+02
  -9.15893815e+01  0.00000000e+00]
 [ 1.89053489e+02  1.79810039e+02  1.80060618e+02 ...  2.49466024e+02
   2.32395700e+02  0.00000000e+00]
 [-3.16917416e+01 -5.11508346e+01 -6.21474796e+01 ... -7.98593034e+01
  -6.26212949e+01  0.00000000e+00]
 ...
 [-2.31310439e-01  5.43777571e-01 -8.66362044e-01 ... -5.17318593e-01
   1.80693958e+00  0.00000000e+00]
 [-5.65220209e+00 -1.00073896e+00  4.89343645e+00 ...  1.49571516e+00
   2.80497743e+00  0.00000000e+00]
 [-1.99043085e+00  1.07437347e-01  2.99129622e+00 ... -1.54822827e+00
  -2.54677880e-01  0.00000000e+00]]",airplane
20,20,"[[-2.09729307e+01 -3.78495378e+01 -7.10681499e+01 ... -1.80843955e+02
  -1.68768960e+02  0.00000000e+00]
 [ 1.44163997e+02  1.58264150e+02  1.91952107e+02 ...  2.48534644e+02
   2.37497524e+02  0.00000000e+00]
 [-2.55352497e+01 -3.63407835e+01 -6.92135825e+01 ... -2.13573983e+01
  -5.94769862e+00  0.00000000e+00]
 ...
 [ 8.94331580e-02  8.61453530e-02  3.93160866e-01 ...  4.20444110e+00
   7.12840962e+00  0.00000000e+00]
 [-2.31601650e+00 -1.65385886e+00  5.94688096e-01 ... -2.56083316e+00
  -3.65419300e+00  0.00000000e+00]
 [ 3.33255384e-01  5.84246433e-01  8.80279507e-01 ...  2.90032605e-01
   3.54359081e+00  0.00000000e+00]]",airplane
15,15,"[[-212.78603504 -221.25037584 -240.7736868  ... -210.05875933
  -209.06466455    0.        ]
 [ 135.14905924  144.15169847  154.97242502 ...  165.14395499
   161.57715331    0.        ]
 [  -7.42910714  -19.02664565  -27.39349939 ...   -9.38938012
    -4.10668506    0.        ]
 ...
 [   3.76321397    3.66697159    2.64449684 ...    3.39373064
     2.26367039    0.        ]
 [  -6.05658296   -6.57484082   -6.69575544 ...    2.44273317
    -0.4562541     0.        ]
 [  -2.30500051   -2.27947604   -6.73912701 ...   -1.51925712
    -0.89986982    0.        ]]",airplane
30,30,"[[-203.57507457 -211.21862717 -233.95937338 ... -253.71116199
  -250.74607301    0.        ]
 [ 184.53836605  197.51047495  216.31236074 ...  214.35722605
   206.01777064    0.        ]
 [ -17.0903225   -28.8273329   -51.73523528 ...  -37.70690154
   -23.07764924    0.        ]
 ...
 [   2.24581913   -3.57809328   -8.37902249 ...   -8.64914287
    -9.62848979    0.        ]
 [   3.94359694    0.25570258   -3.91964224 ...   -5.82401281
    -6.60183848    0.        ]
 [  -7.70702211   -7.03394113   -6.42847782 ...   -2.0195836
    -1.04247003    0.        ]]",airplane
34,34,"[[-2.01666774e+02 -2.00810324e+02 -2.06684231e+02 ... -9.39131786e+01
  -9.48163026e+01  0.00000000e+00]
 [ 1.75045759e+02  1.85458987e+02  1.90398132e+02 ...  1.33810832e+02
   1.30768839e+02  0.00000000e+00]
 [-1.28715276e+01 -2.56321605e+01 -3.62535399e+01 ... -1.36353786e+01
  -1.20597129e+01  0.00000000e+00]
 ...
 [-7.01496553e+00 -6.88363353e+00 -2.01738141e+00 ... -1.78294979e-01
  -2.80719788e-01  0.00000000e+00]
 [-2.80928068e+00 -2.91208916e+00 -9.87953960e-01 ... -1.89322716e+00
  -7.29465296e+00  0.00000000e+00]
 [-2.38769013e-01 -1.72570273e-01  1.67584719e+00 ...  2.42352053e+00
  -1.66814405e+00  0.00000000e+00]]",airplane
14,14,"[[-229.50002881 -236.47318322 -239.45049247 ... -222.42726291
  -217.83787299    0.        ]
 [ 190.173286    213.31382176  216.51510665 ...  247.25489967
   245.26026534    0.        ]
 [ -30.37235076  -50.97634692  -53.57720048 ...  -27.50595695
   -16.35510484    0.        ]
 ...
 [  -0.42861188   -1.80456656   -3.57072541 ...   -5.18157103
    -6.95995391    0.        ]
 [   1.05871779   -2.70385752   -4.2747416  ...   -4.40877759
    -7.4102617     0.        ]
 [  -3.8267002    -3.44965613   -2.14991938 ...   -1.89909188
    -1.83025425    0.        ]]",airplane
38,38,"[[-9.75261547e+01 -9.35983963e+01 -9.20491717e+01 ... -1.66300420e+02
  -1.64183453e+02  0.00000000e+00]
 [ 1.87128119e+02  1.89167497e+02  1.95147150e+02 ...  2.11942895e+02
   1.97294670e+02  0.00000000e+00]
 [-3.81159619e+01 -4.83336176e+01 -5.73403192e+01 ... -4.68153723e+01
  -3.15046017e+01  0.00000000e+00]
 ...
 [-2.74622045e+00 -1.75837439e+00 -4.04002512e+00 ... -8.83771667e+00
  -1.06482014e+01  0.00000000e+00]
 [ 4.62483926e-01 -1.95409126e-01  8.38481832e-02 ... -5.28194514e+00
  -5.60293059e+00  0.00000000e+00]
 [ 3.07547184e+00  9.88387671e-01 -1.36204455e+00 ... -5.83901762e+00
  -2.48405322e+00  0.00000000e+00]]",airplane
4,4,"[[-245.20263645 -262.30618224 -310.19792169 ... -363.41267597
  -348.37879262    0.        ]
 [ 187.75255284  212.10434833  270.57562814 ...  245.04599986
   232.2076304     0.        ]
 [  34.00273925   19.56820001  -22.4589159  ...    1.38403904
    12.32360966    0.        ]
 ...
 [  -4.57930265   -2.86564164   -2.53847579 ...    0.60892148
    -0.6915104     0.        ]
 [   0.38741298   -2.85360469   -1.41456136 ...    4.39867254
     1.99605046    0.        ]
 [  -1.62660402   -3.83247422   -3.76107606 ...    7.13027265
     9.00945119    0.        ]]",airplane
18,18,"[[-79.57186965 -75.84337913 -79.5581272  ... 107.79877199 114.20553741
    0.        ]
 [179.50968123 183.16410283 182.50813631 ... 102.19233756  94.0820653
    0.        ]
 [-73.71198992 -78.82674466 -81.05819295 ... -62.46108935 -54.76389999
    0.        ]
 ...
 [  1.54557598  -4.31089486  -6.59050642 ...   0.57872107   2.36905226
    0.        ]
 [  1.04198859  -4.06335947  -7.48602196 ...   1.12528237   6.76609513
    0.        ]
 [  3.72043127   0.86334821  -2.28258925 ...   2.27339337   0.94900123
    0.        ]]",airplane
0,0,"[[-166.31828654 -161.49674381 -158.71108881 ... -343.3279116
  -346.66171244    0.        ]
 [  63.85059336   64.6769126    67.45636553 ...  145.61436548
   147.00844065    0.        ]
 [   1.81621181    1.17421517   -2.6505772  ...  -16.13893795
   -14.33988483    0.        ]
 ...
 [  -0.9098273    -2.06814843    1.93058969 ...   -4.79621686
     1.31182897    0.        ]
 [   0.49833194    0.89822295    0.87288275 ...   -0.87617529
     7.8999285     0.        ]
 [  -1.42581218   -0.99681392   -1.77039687 ...   -5.14378498
    -2.7271182     0.        ]]",airplane
22,22,"[[-2.64621963e+02 -2.85451103e+02 -3.25715329e+02 ... -3.23266965e+02
  -3.08520068e+02  0.00000000e+00]
 [ 1.64562960e+02  1.93369185e+02  2.44103709e+02 ...  2.40442491e+02
   2.12438227e+02  0.00000000e+00]
 [ 5.01863858e+01  4.10736384e+01  1.04623578e+01 ...  2.49220493e+01
   3.91305412e+01  0.00000000e+00]
 ...
 [-2.54028187e+00  5.44876076e-01  2.95435348e+00 ...  4.23291097e+00
   5.09838664e+00  0.00000000e+00]
 [ 1.10617225e+00  4.91360880e-01  2.68558023e+00 ...  2.04989592e+00
  -2.66058515e+00  0.00000000e+00]
 [ 3.56431850e+00 -7.28561306e-02 -5.58065184e+00 ... -4.36830263e-01
  -2.55035177e+00  0.00000000e+00]]",airplane
17,17,"[[-6.93919991e+01 -6.76102495e+01 -6.76227104e+01 ... -1.21612370e+02
  -1.23402848e+02  0.00000000e+00]
 [ 1.03472384e+02  1.13555691e+02  1.21120479e+02 ...  1.40347661e+02
   1.31839570e+02  0.00000000e+00]
 [-5.00698055e+01 -4.86544974e+01 -4.35303601e+01 ... -2.74777185e+01
  -2.35560607e+01  0.00000000e+00]
 ...
 [ 3.67637941e+00  2.98872088e+00  1.65315442e+00 ...  1.57124300e+00
   2.26310095e+00  0.00000000e+00]
 [-4.30436435e+00 -4.54158890e+00 -9.35846056e+00 ... -5.09192368e+00
  -5.35656142e+00  0.00000000e+00]
 [ 2.09305184e+00  2.07401706e-02 -2.10701549e+00 ... -1.38362756e+00
  -3.46653582e+00  0.00000000e+00]]",airplane
38,38,"[[-9.75261547e+01 -9.35983963e+01 -9.20491717e+01 ... -1.66300420e+02
  -1.64183453e+02  0.00000000e+00]
 [ 1.87128119e+02  1.89167497e+02  1.95147150e+02 ...  2.11942895e+02
   1.97294670e+02  0.00000000e+00]
 [-3.81159619e+01 -4.83336176e+01 -5.73403192e+01 ... -4.68153723e+01
  -3.15046017e+01  0.00000000e+00]
 ...
 [-2.74622045e+00 -1.75837439e+00 -4.04002512e+00 ... -8.83771667e+00
  -1.06482014e+01  0.00000000e+00]
 [ 4.62483926e-01 -1.95409126e-01  8.38481832e-02 ... -5.28194514e+00
  -5.60293059e+00  0.00000000e+00]
 [ 3.07547184e+00  9.88387671e-01 -1.36204455e+00 ... -5.83901762e+00
  -2.48405322e+00  0.00000000e+00]]",airplane
9,9,"[[-274.57437664 -262.47945684 -261.33653081 ...  -73.44813044
   -65.92302705    0.        ]
 [ 128.66588625  143.05960197  145.29283896 ...   95.44861714
    97.84868337    0.        ]
 [ -28.52987052  -33.34345947  -35.2338212  ...  -32.73329565
   -19.6106824     0.        ]
 ...
 [  -9.91460497   -4.47531155   -2.08133133 ...    1.56989578
     3.87451326    0.        ]
 [  -1.87084125    2.23173376    4.58502494 ...    1.00267625
     0.42371586    0.        ]
 [   2.93263112    3.41350501    5.55579971 ...    7.91646988
     8.42691419    0.        ]]",airplane
32,32,"[[-124.7508883  -123.13159116 -124.70531406 ...   93.65377018
    97.90215439    0.        ]
 [ 123.89357999  127.09953775  130.98661248 ...   64.68795544
    65.6930879     0.        ]
 [ -23.46755124  -29.92824231  -37.35363408 ...  -14.90422306
   -10.77543501    0.        ]
 ...
 [  -1.91110325    0.73409388    1.39619156 ...   -7.36694638
    -6.51132795    0.        ]
 [  -2.19386931    0.74265789    2.40967152 ...   -7.86920726
    -6.93174048    0.        ]
 [  -6.85584065   -5.04481008   -4.36067406 ...   -3.58218893
    -3.25866506    0.        ]]",airplane
26,26,"[[-1.85731854e+02 -1.97897089e+02 -2.21284268e+02 ... -1.03112555e+02
  -9.44249012e+01  0.00000000e+00]
 [ 1.94263889e+02  2.05369618e+02  2.17733781e+02 ...  1.99947395e+02
   1.86233440e+02  0.00000000e+00]
 [-2.24089247e+01 -2.82191111e+01 -4.49540508e+01 ... -6.78903877e+01
  -6.04107696e+01  0.00000000e+00]
 ...
 [ 4.30212897e+00 -6.82263220e-01 -5.41913697e+00 ... -2.47711663e+00
  -5.60160378e+00  0.00000000e+00]
 [ 6.75530913e-01 -7.31176833e-01 -4.38559624e+00 ... -6.55389941e+00
  -3.11318351e+00  0.00000000e+00]
 [ 4.93715188e-01  6.14592517e-02 -2.71934645e+00 ... -8.66205587e-01
   7.79868899e-01  0.00000000e+00]]",airplane
15,15,"[[-212.78603504 -221.25037584 -240.7736868  ... -210.05875933
  -209.06466455    0.        ]
 [ 135.14905924  144.15169847  154.97242502 ...  165.14395499
   161.57715331    0.        ]
 [  -7.42910714  -19.02664565  -27.39349939 ...   -9.38938012
    -4.10668506    0.        ]
 ...
 [   3.76321397    3.66697159    2.64449684 ...    3.39373064
     2.26367039    0.        ]
 [  -6.05658296   -6.57484082   -6.69575544 ...    2.44273317
    -0.4562541     0.        ]
 [  -2.30500051   -2.27947604   -6.73912701 ...   -1.51925712
    -0.89986982    0.        ]]",airplane
17,17,"[[-6.93919991e+01 -6.76102495e+01 -6.76227104e+01 ... -1.21612370e+02
  -1.23402848e+02  0.00000000e+00]
 [ 1.03472384e+02  1.13555691e+02  1.21120479e+02 ...  1.40347661e+02
   1.31839570e+02  0.00000000e+00]
 [-5.00698055e+01 -4.86544974e+01 -4.35303601e+01 ... -2.74777185e+01
  -2.35560607e+01  0.00000000e+00]
 ...
 [ 3.67637941e+00  2.98872088e+00  1.65315442e+00 ...  1.57124300e+00
   2.26310095e+00  0.00000000e+00]
 [-4.30436435e+00 -4.54158890e+00 -9.35846056e+00 ... -5.09192368e+00
  -5.35656142e+00  0.00000000e+00]
 [ 2.09305184e+00  2.07401706e-02 -2.10701549e+00 ... -1.38362756e+00
  -3.46653582e+00  0.00000000e+00]]",airplane
3,3,"[[-1.11415654e+02 -1.10448372e+02 -1.03168849e+02 ... -1.46634092e+02
  -1.48585862e+02  0.00000000e+00]
 [ 1.35387323e+02  1.44386524e+02  1.37518516e+02 ...  1.96356661e+02
   1.97831938e+02  0.00000000e+00]
 [-4.97478512e+00 -5.87247886e+00 -1.48210232e+01 ... -5.59098837e+00
  -3.24269311e+00  0.00000000e+00]
 ...
 [-3.56656468e+00 -1.72232009e+00  1.26141676e+00 ... -1.03267287e+00
  -9.46503715e-01  0.00000000e+00]
 [-6.98625750e+00 -5.19093851e+00  7.61762695e-02 ... -3.63916114e-01
  -3.89116617e+00  0.00000000e+00]
 [-2.46423121e+00 -5.96879394e+00 -3.76958483e+00 ... -6.40845645e-01
  -3.55865313e+00  0.00000000e+00]]",airplane
27,27,"[[-318.85219932 -316.63481377 -325.07972227 ... -296.31533655
  -295.50768981    0.        ]
 [ 127.87382042  135.51280003  143.21636728 ...  145.96045073
   138.486112      0.        ]
 [  49.37114163   47.20666928   40.11651821 ...   29.92486826
    26.73934223    0.        ]
 ...
 [   8.62616996    4.87078684    3.76883643 ...    5.61721622
     6.73232204    0.        ]
 [  11.77582652    9.15036897    5.26057938 ...    9.31911538
     9.91599898    0.        ]
 [   9.2011755     8.5301013     1.24834116 ...    8.25724567
     9.28023769    0.        ]]",airplane
9,9,"[[-274.57437664 -262.47945684 -261.33653081 ...  -73.44813044
   -65.92302705    0.        ]
 [ 128.66588625  143.05960197  145.29283896 ...   95.44861714
    97.84868337    0.        ]
 [ -28.52987052  -33.34345947  -35.2338212  ...  -32.73329565
   -19.6106824     0.        ]
 ...
 [  -9.91460497   -4.47531155   -2.08133133 ...    1.56989578
     3.87451326    0.        ]
 [  -1.87084125    2.23173376    4.58502494 ...    1.00267625
     0.42371586    0.        ]
 [   2.93263112    3.41350501    5.55579971 ...    7.91646988
     8.42691419    0.        ]]",airplane
25,25,"[[-354.78828182 -357.4986155  -370.5794287  ... -424.50489493
  -418.74189941    0.        ]
 [ 179.36988525  193.73738008  208.59148327 ...  171.34747322
   173.25091011    0.        ]
 [  37.24313554   26.26692022    2.09298362 ...   20.1766375
    26.41865748    0.        ]
 ...
 [  -2.35223163   -1.74575424   -3.08206356 ...   -6.4470218
    -2.05438014    0.        ]
 [  -3.35587837   -3.3061825    -3.07923562 ...   -2.52636465
     1.08259166    0.        ]
 [  -3.62493177   -5.4127654    -5.89340129 ...   -4.92414378
    -0.8674613     0.        ]]",airplane
0,0,"[[-166.31828654 -161.49674381 -158.71108881 ... -343.3279116
  -346.66171244    0.        ]
 [  63.85059336   64.6769126    67.45636553 ...  145.61436548
   147.00844065    0.        ]
 [   1.81621181    1.17421517   -2.6505772  ...  -16.13893795
   -14.33988483    0.        ]
 ...
 [  -0.9098273    -2.06814843    1.93058969 ...   -4.79621686
     1.31182897    0.        ]
 [   0.49833194    0.89822295    0.87288275 ...   -0.87617529
     7.8999285     0.        ]
 [  -1.42581218   -0.99681392   -1.77039687 ...   -5.14378498
    -2.7271182     0.        ]]",airplane
29,29,"[[-119.322827   -133.92022298 -157.22082359 ... -118.86863702
  -114.07437636    0.        ]
 [ 141.66183863  158.33008681  181.30209388 ...  192.01753321
   185.07426135    0.        ]
 [  -7.35504538  -18.63686365  -37.23758489 ...  -42.31455357
   -36.99407648    0.        ]
 ...
 [   1.71609681   -2.46958859   -1.85951408 ...   -0.91977461
     1.94354151    0.        ]
 [   2.91326942    1.38323619    1.39705896 ...   -2.76139344
    -5.21319722    0.        ]
 [  -5.58801561   -2.70493253    0.75523479 ...   -2.69827525
    -4.3729719     0.        ]]",airplane
